date,label,url,likes,comments,reach,impressions,saves,shares,profile_visits,follows,non_follower_reach_pct
2026-09-11,2026-09-11_거북목,https://www.instagram.com/p/DdIpboOgXEw/,1,0,,18,0,0,0,0,0
2026-09-11,baseline_top,https://www.instagram.com/p/DVqKIksCXtB/,34,0,,,,,,,
2026-09-11,baseline_top,https://www.instagram.com/p/DWDxgsBiWy9/,24,1,,,,,,,
2026-09-11,baseline_top,https://www.instagram.com/p/DV-k2iNiR3w/,20,0,,,,,,,
2026-09-11,baseline_top,https://www.instagram.com/p/DVx-c_Oiaxk/,20,1,,,,,,,
2026-09-11,baseline_top,https://www.instagram.com/p/DWYghmciVXz/,19,2,,,,,,,
